User ID,textIndex,emotionIndex,delFreq,leftFreq,TotTime,D1U1_mean,D1U1_std,D1D2_mean,D1D2_std,U1D2_mean,U1D2_std,typeWith,typistType,pcTimeAverage,ageRange,gender,status,degree,country,Speed_Proxy
18446,FR,N,8,0,,94.40172309841786,34.97311320634604,426.02316130416096,453.9049408009071,330.59586633340814,458.5907937794391,1 hand,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.3472902199466237
14274,FI,H,4,0,30464.575425661937,87.02370047420092,30.229250760818395,248.50681283782782,143.8129602188504,164.1189516744537,164.6175107335363,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,4.024034546902287
19013,FR,A,2,0,,108.76747850207263,38.98522144144305,313.23896252961356,332.65184385897516,188.1087207191785,333.5192911669959,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.1924508749624665
16692,FI,N,23,1,103673.11735846233,92.0828186699957,54.63712109634535,276.5914919441262,505.86128909991265,198.3911066879303,506.33148984394927,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Spain,3.6154402037861977
12604,FI,A,17,1,54053.94969074417,114.99351996050028,61.53536857888605,276.1084107670531,377.7613322925289,196.46164048286278,398.9850753930893,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Spain,3.6217658028667556
115,FI,C,1,0,86712.0,110.35810810810813,23.11079794014932,570.222972972973,287.4850086821079,459.8648648648648,275.06154286371384,2 hands,Two Finger Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,1.7536999514177714
15611,FI,N,5,0,69809.60281571015,106.24983047068437,45.751036256867685,334.83750877106934,393.32695675303336,203.89382028384253,411.4513618933113,2 hands,Touch Typist,More than 3 hours per day,>=50,Female,Professional,College/University,Belize,2.986523235315631
13117,FI,H,6,0,58846.18103153663,154.43511612861204,68.20565886790243,469.0841101546342,307.05010303510676,259.0449082747575,302.70770297162176,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Male,Student,College/University,Tunisia,2.1318138439401597
18222,FI,N,1,0,59411.681549052584,93.41884270178701,50.204731680695566,321.76089428798423,248.07718841544417,190.957671162536,260.73769284981154,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Arabie_Saoudite,3.107897876194285
13383,FI,S,3,0,51637.99352583311,108.07263883219827,45.76890533848384,367.65401518591506,231.960633926241,230.07955358472014,238.90882313707013,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,France,2.7199485350223105
147,FR,A,1,0,,87.48076923076923,32.782402252365486,197.82692307692307,144.81140150565906,110.34615384615384,151.6552960118652,1 hand,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,5.054923690094294
11818,FR,S,8,0,,81.81812506423054,38.77074801131356,395.21054978822167,443.12668924345195,313.6271366376708,453.7102383918673,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Male,Professional,College/University,Tunisia,2.5302968266810235
19473,FI,N,12,0,62878.01652535382,114.41574991760493,64.83039721970289,225.81644571360215,200.80232357317763,122.16716727664361,203.02198709428072,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Tunisia,4.42837543049578
19790,FI,N,3,0,75082.81580822066,110.07884428385046,39.367551112617555,390.95652077819375,380.46898997416855,251.1412173525066,375.0922521148955,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.557829187781581
10986,FI,N,17,0,152908.1972943239,111.23946589091047,74.17860386590108,375.71303493312337,555.1275479255572,318.9064570567678,529.6105104538617,2 hands,Two Finger Typist,More than 3 hours per day,20-29,Female,Student,College/University,Bahamas,2.6616058188611933
15256,FI,N,5,0,61251.63919770067,91.22864517782935,44.296271724154906,303.15163898398214,165.499005124241,209.59705062740576,182.66518048092905,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.298679180332051
11762,FR,N,2,0,,94.17599245812664,55.8140056798781,307.180685847572,252.94835106967477,211.63988538822733,258.39302420699465,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Germany,3.2554130063249356
18134,FI,N,12,0,80036.9660065042,87.52856611853372,41.16749127989723,322.2284461527862,321.87892462706395,251.36657724048908,340.42371280648916,2 hands,One Finger Typist,between 1 hour and 3 hours per day,20-29,Male,Student,College/University,Tunisia,3.103388331909856
17949,FR,S,6,0,,112.89445277113826,47.72518403841121,384.74732578148047,201.53026443741973,240.52757782629442,195.03841206053798,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,France,2.599108383583557
14073,FR,N,15,0,,122.08644556557957,96.82316973668269,293.37696014513057,392.3674027660848,196.67244008387527,399.4086634349709,2 hands,Touch Typist,More than 3 hours per day,16-19,Female,Student,College/University,Tunisia,3.4085839580085304
14771,FR,N,22,0,,109.13187947901277,48.955446858926614,337.1510043567562,484.0503188108186,245.08850767397198,487.853804336089,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Tunisia,2.9660300194207654
99,FR,N,4,0,,126.34426229508196,70.7608378615134,602.5409836065573,934.9025719965066,476.1967213114754,932.9664127515013,2 hands,Touch Typist,between 1 hour and 3 hours per day,16-19,Female,Student,College/University,Tunisia,1.6596381444701402
19953,FR,N,68,1,,144.90626047241344,61.23366827362324,516.7106992323515,562.6871446232057,365.3468400344109,589.4357266327364,2 hands,Touch Typist,between 1 hour and 3 hours per day,16-19,Female,Student,College/University,Tunisia,1.93531893472623
18322,FI,A,12,1,44665.35381449648,85.73315090898339,31.654218568499097,270.2867226682292,216.93063468244836,166.018213374056,198.98034541390368,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.699774780381933
11731,FI,N,2,0,289924.4620542902,98.92071816340517,53.65463616154103,442.0061721356881,575.034965846953,376.5588486289103,567.8130394397924,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Female,Professional,College/University,Tunisia,2.2624118463509095
12729,FR,N,22,0,,144.9287353687846,39.36706709438231,345.88343401913306,378.94931719929434,206.55385271865873,371.5396588807688,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Male,Professional,College/University,Tunisia,2.8911474261143235
15354,FI,C,0,1,87526.82637194087,40.28322772698509,29.83681892888708,392.71569678863875,342.00174775337763,379.6512880608848,318.4908000999661,2 hands,Touch Typist,between 1 hour and 3 hours per day,16-19,Female,Student,High School,Tunisia,2.546371352551778
19665,FR,N,6,1,,89.44829273976221,33.30562419005958,410.31899295855436,387.4419469239763,291.6635031160801,409.3211442138176,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.437128227454507
14928,FR,S,1,0,,99.88997754522349,31.811279577384823,397.1781167249278,329.86168261796263,296.5815131218605,295.47401323918194,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.5177620767373905
13343,FR,N,4,0,,80.38818775512692,11.612847384406802,393.8953999271632,498.24826434379025,295.3986968802501,477.99523486772983,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Male,Professional,College/University,Tunisia,2.5387450581675086
11644,FR,S,5,1,,144.85669785054094,46.510706224445286,255.7812919685572,397.9129079490886,88.02253687210242,410.8504368923883,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Tunisia,3.909590073236976
17385,FR,A,2,0,,109.375626581851,77.04848457088605,410.14760279445255,534.5590025345379,288.2542661611532,530.8515529729696,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Canada,2.4381466408354333
106,FR,A,2,0,,82.89690721649484,37.816295672162326,311.1701030927835,395.4681320332592,228.27319587628867,397.1189673134439,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.2136763463481706
19438,FI,N,7,1,93583.64444484109,79.77122669747482,92.09504062329177,314.4709130185224,300.8670095853442,226.62290054447246,293.81301691412165,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,France,3.17994434016573
171,FR,N,7,0,,132.13571428571427,65.06081391037442,329.04285714285714,262.79953438382177,196.90714285714284,273.19355397634126,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,France,3.0391177875222506
17160,FI,S,14,0,44713.66292959763,127.19371867547561,51.96692980996944,248.09796312852032,222.83907293562285,137.3789641728437,242.3163434681364,2 hands,Touch Typist,More than 3 hours per day,30-39,Male,Professional,College/University,Tunisia,4.030665900638521
10416,FI,H,11,0,105335.78143791547,116.26470348091986,35.1768371439889,494.9232475200737,631.9873327819781,383.0075251563615,579.2469077417697,2 hands,Touch Typist,More than 3 hours per day,16-19,Female,Student,College/University,Tunisia,2.020515312244331
13900,FI,N,16,2,254977.4785588092,101.05753020085099,149.3949244484309,686.8205926075148,687.0696310466235,661.1411557650679,694.1595969772623,2 hands,Two Finger Typist,More than 3 hours per day,30-39,Female,Student,College/University,Tunisia,1.4559843003592823
17893,FR,C,3,0,,99.27311862846744,35.742548495514995,464.4717183883832,577.8079255241928,363.699981201254,644.6146631887034,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.1529836164616967
19746,FI,S,6,0,66272.75543220727,91.3563565043099,67.36006201985006,396.1356071017357,375.8074021062171,311.4090375837694,397.4331426409137,2 hands,Touch Typist,less than an hour per day,30-39,Male,Professional,College/University,Tunisia,2.5243880683090922
14930,FI,S,2,0,48988.09466031008,103.59480302210378,50.373988174643685,323.019023204901,358.5598090747129,202.6474748946196,326.3651395949794,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.0957929043258514
17036,FR,S,0,0,,115.31149396902501,64.61072380962938,277.8130109134901,234.21053707367935,171.725946105379,224.04521425693747,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.599543436471362
16922,FR,H,0,0,,134.89668125583856,163.62956425670794,231.31286699640273,172.20695903384433,88.08193686272575,129.58950238488544,2 hands,Touch Typist,More than 3 hours per day,16-19,Female,Student,College/University,Tunisia,4.323149044776448
17632,FR,A,8,0,,88.23711801164973,48.10002972093429,238.23474866087807,177.3727485862868,136.9559717207362,190.3596732687608,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,4.197540474767088
11857,FI,N,3,1,53460.75538188332,103.15539381885955,40.191936197744795,308.22530202836305,257.4913985214403,219.30792846554547,263.48748790490527,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.244379982497282
10239,FR,C,4,3,,119.2138302329948,63.823081148411404,330.7214564210714,298.8348411835644,218.92326376882494,304.5328757861738,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.0236925381908377
13343,FR,S,1,0,,92.76997811647699,56.81539687531465,293.0145100945515,184.29982131277583,209.5445724334321,175.81192985212314,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,France,3.412800272851043
18870,FI,N,4,0,72347.32375471084,91.12276125344361,52.248473222475795,326.1109734707778,305.9904450152824,216.3904514001274,308.39173838104364,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Germany,3.066440817237964
10437,FR,N,20,0,,91.91031218378525,27.94217438452097,228.50941278254825,241.53906482806133,127.13369032026128,240.354958218592,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Professional,College/University,Tunisia,4.376187343107873
16274,FI,A,3,0,61750.714154536334,98.79506045296317,37.59750174610799,365.565930480036,346.77635738902694,252.25159946444893,333.9312754461227,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.735484673549499
11876,FI,N,11,0,76549.34640139698,87.4302315655902,37.40998265238116,355.9159177351012,330.0898647638463,266.5787842086334,381.3216732804163,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.8096523649843435
12599,FR,N,112,8,,105.70056174659854,113.2534968279221,592.7886864790529,606.746733965361,399.99545997236135,616.0962259966608,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,1.6869417767394193
12033,FR,S,23,0,,120.15868133688829,140.34471354544667,528.3387070673909,732.3779522913654,405.8450041877766,673.5928470911937,2 hands,Touch Typist,less than an hour per day,30-39,Male,Professional,College/University,Tunisia,1.892725228387341
10504,FR,N,38,0,,107.81255419639272,56.32354330863142,186.5503122993326,285.3903887495595,73.61477344678482,288.57712628764534,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Canada,5.360484191500212
14269,FI,S,8,0,67491.05159216891,103.05297094055355,61.58836406338215,353.50950876637086,381.403442440027,247.64473578174432,359.3580364860533,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.8287782229385097
131,FR,C,7,0,,,,,,,,2 hands,Touch Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,
15209,FR,S,2,0,,110.12435942137422,28.75673688179236,332.9906333939866,177.96027958231022,224.13466046761238,184.0915323502715,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Tunisia,3.0030874736852544
19002,FR,N,5,1,,117.35650679668508,48.94068174948054,325.88136836540474,572.3672956498677,252.96811044543546,585.6234666164319,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,France,3.0686013288084593
14357,FI,C,5,0,62511.73936468371,102.837652398235,42.54617014989537,353.79117840350557,253.38987824868443,280.1952256408927,247.53717905062177,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,France,2.8265261008274236
13952,FI,N,8,0,120775.1914710472,72.61525901465883,17.68682654648416,565.4614776501314,620.9858162013385,495.57891049010124,649.5531537283598,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,30-39,Male,Professional,College/University,Tunisia,1.7684670654412484
10524,FR,S,3,0,,91.31874305597631,41.037677192398654,305.93283496461004,461.6701988720321,209.94689341577373,472.01843186306303,2 hands,Two Finger Typist,More than 3 hours per day,20-29,Female,Student,College/University,Bahamas,3.2686913129663866
12777,FI,H,5,0,40027.29165861985,114.84732840877783,99.91911277348031,313.75087597847266,336.7216651374928,207.3852032654276,305.4367862989927,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Barbade,3.1872420973531015
19304,FI,N,1,0,67060.40712606654,107.02155678174388,57.26065904218892,393.67351137003294,409.91529768775507,283.1753793908607,479.51041021867877,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.540175986237619
10203,FR,A,1,0,,85.48320451903791,35.4942703020718,285.4814291598435,417.43312755736764,237.51204837807532,374.8056153874399,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.502854819463901
19991,FR,A,6,0,,122.21987696178189,37.591250728505116,232.38879367867077,343.528162692079,112.60941503047835,314.2526653377786,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Male,Student,College/University,Tunisia,4.303133486646187
10669,FI,N,5,1,68537.68033380431,92.92932051690984,50.66647288169495,328.0075066868427,314.6752999444835,236.39558437282147,287.6693146140818,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,Germany,3.04871071427864
98,FR,N,8,0,,104.54347826086956,37.58705836483801,439.8478260869565,485.7261216131898,335.30434782608694,490.6655285115974,1 hand,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,2.27351356694509
13704,FR,N,22,0,,112.67119625679678,25.478408583781313,353.82913357071993,440.4854997218325,246.1863029547081,451.2132757709092,2 hands,One Finger Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.8262229000431636
15628,FI,N,14,0,68231.84905245695,135.64485624098913,40.7990245871445,306.76981158790574,312.6479780908103,181.26707023870847,308.026791123133,2 hands,Two Finger Typist,less than an hour per day,20-29,Male,Student,College/University,Tunisia,3.2597731661527822
10355,FR,N,111,9,,108.65415850066223,117.73899706422638,525.8553942963438,669.2355704497838,466.2844086378352,613.7701923812513,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,1.9016634817222278
121,FR,S,23,0,,116.31558935361215,153.64620316952474,489.0608365019011,654.5480318936009,372.74524714828897,664.0417360525546,2 hands,Touch Typist,less than an hour per day,30-39,Male,Professional,College/University,Tunisia,2.0447353894715565
141,FI,N,4,0,88328.0,122.27884615384616,32.015532682773284,424.1394230769231,468.2887490085309,301.8605769230769,465.3157099603423,2 hands,Touch Typist,between 1 hour and 3 hours per day,16-19,Female,Student,College/University,Tunisia,2.357715283209213
17977,FI,S,3,6,60004.75435873448,135.4608192607364,49.830726670783804,373.9354459079253,354.8418064218451,268.83766890237786,337.9383470562284,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Professional,College/University,Italy,2.674258380539382
17050,FR,N,4,0,,107.12064012741827,94.33349317488127,340.5901127718158,424.85832279394424,186.65286229779545,399.37004349379646,2 hands,Touch Typist,More than 3 hours per day,16-19,Female,Student,College/University,Tunisia,2.936080533465066
13724,FR,N,1,0,,109.42238906095533,41.63606028596753,362.28161398251444,653.2802531505246,256.7562412202143,664.3362474891309,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Tunisia,2.7602836064660603
19762,FI,H,20,1,84585.13176322356,98.42520791777976,44.933673422402315,294.50677625382673,374.2048978684206,173.84424901818647,378.27863175789713,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Tunisia,3.395507610113967
17155,FR,A,2,0,,76.85957533437917,28.406193889265193,303.34539635599896,373.88586277925117,224.63714409058693,397.6046930690864,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.2965721979390903
147,FI,H,1,0,26444.0,86.57587548638132,31.94616873718093,263.0933852140078,217.8871353364769,176.51750972762645,222.04546419320152,1 hand,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,3.800931745914368
14733,FI,H,3,1,25143.824998129956,104.38956906328075,39.984165071385576,508.3722764651449,606.0833861565715,377.1039813221606,640.7702158425765,2 hands,Touch Typist,More than 3 hours per day,16-19,Female,Student,College/University,Tunisia,1.9670624192044472
13660,FI,N,7,1,64716.85531548023,105.211155854602,42.27666279886044,309.46958234299416,385.74582511014626,212.35598587133165,379.1080331821682,2 hands,Touch Typist,More than 3 hours per day,>=50,Female,Professional,College/University,Belize,3.2313353462043026
130,FI,N,1,0,55681.0,110.42054958183992,98.39360444353773,307.17562724014334,314.8203239040597,196.75507765830343,328.7519439623061,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.255466616881753
17711,FR,H,2,1,,87.27944000956066,34.17422501794207,463.0586701782435,403.00842528614345,386.1800767896781,380.9501747531368,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.1595535607077037
19988,FI,S,7,1,64163.02658372542,110.26654821523319,37.44174659978045,368.2258678222784,305.70580280161914,276.3382743416049,291.69830555244283,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.7157244707279578
11063,FI,H,3,0,32699.27512911646,145.01544587470613,63.343481967322695,360.5853621022206,428.09460095110956,209.2539990995539,462.55687110186295,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.7732684271207737
18776,FI,N,5,1,93342.81419983358,107.10119402731033,43.85588968687328,490.8903816365309,565.0997920873306,315.51553166165206,525.305807455383,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Tunisia,2.0371146744945356
13084,FI,N,7,0,61821.400255737404,91.7437108463603,37.43936513390704,274.62660174302124,205.43308995767106,169.53281368577535,206.1516023989256,1 hand,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,3.6413078472847245
18536,FI,N,3,1,109817.87328941798,111.8458622201892,62.499553314877986,463.83539461271687,405.87717642468175,392.4474480067317,428.6932934862165,2 hands,Touch Typist,less than an hour per day,30-39,Male,Professional,College/University,Tunisia,2.155937238974525
15504,FI,C,7,1,53028.86353432312,69.64734648564959,21.90209011015904,358.0683340722574,342.616463117074,250.5066031013013,335.04602725153063,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.792763014330673
15359,FI,S,6,0,52539.486312407906,123.79489652059532,42.42586733392001,336.3999977963366,212.7546488918108,257.4586011089991,221.54676134498058,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,United Arab Emirates,2.9726516247048855
14807,FI,N,2,1,74358.9937229731,75.766768777456,44.354891842227076,353.530685633474,332.8231384676414,282.2534557513742,315.24657219556207,2 hands,Touch Typist,between 1 hour and 3 hours per day,16-19,Female,Student,High School,Tunisia,2.828608776090115
15192,FI,N,6,0,72958.89902776394,118.25309276481431,44.620981339001084,349.9514331312865,362.70286619204734,217.6519479776492,332.1514597827529,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Male,Professional,College/University,Tunisia,2.8575393763992496
10608,FR,A,18,0,,122.85837804905296,34.832160001721896,411.87576853444585,699.377964393558,275.09886886823386,606.4641798288179,2 hands,Two Finger Typist,More than 3 hours per day,20-29,Female,Student,College/University,Bahamas,2.4279165622154544
15682,FI,H,6,0,27180.789592069905,71.21465654630784,33.48955920575206,237.69462089849839,133.49889141219552,157.6606521689264,167.45916374479012,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,4.2070787980811115
11484,FI,N,4,0,112561.035308713,91.74783756943768,53.21011656599857,460.9632978526233,542.0307792975494,356.4214113062497,542.2031053931522,2 hands,Two Finger Typist,between 1 hour and 3 hours per day,20-29,Female,Professional,College/University,Tunisia,2.169370109634443
15452,FI,H,3,0,34620.283989438605,156.10997714080054,58.194723206407154,411.53946181851006,423.2528928965557,249.4730322302775,477.7457208188538,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.4299006359710957
12688,FR,N,37,0,,154.20336340121085,79.86791379298407,442.9464411227004,536.3087800393636,308.35599714797695,451.7330126491385,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.2576092889817136
18774,FR,S,2,0,,84.11333584276615,38.18922105840538,313.76005279913073,467.05887236265096,195.53025828905479,453.15193113186047,2 hands,Two Finger Typist,More than 3 hours per day,20-29,Female,Student,College/University,Bahamas,3.187148877235179
16879,FR,N,1,0,,124.85581417119899,43.467169765131864,379.61137928343084,644.6796473970868,278.9720171727113,557.9142027036727,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Tunisia,2.634272981720513
10659,FI,A,13,0,47839.135345044095,87.46901967479384,28.45179734570185,285.0495021551864,224.83978084562776,194.63456361376575,207.89636889853782,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.508162590845645
12721,FI,N,6,1,92037.78126396096,107.31457618212495,96.62704705788185,322.6443354706578,319.3866259717619,185.820486819477,341.51907601301417,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.09938805694899
17971,FR,N,5,0,,109.14373696393804,32.387281137992694,291.2742828523218,435.3374349196282,195.40329419394945,440.3287170319181,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Tunisia,3.433190153993126
12679,FI,A,4,0,39850.98466127169,73.17046868285382,38.79390755476829,256.2032414830324,214.89570580326514,181.16329893941813,207.02547948981868,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Arabie_Saoudite,3.9031512412235703
16889,FR,H,19,0,,93.53533297399709,27.988169378592044,266.3046717824846,272.38131723537083,157.83929719610686,312.424193334171,1 hand,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,Tunisia,3.755097472780318
147,FR,N,4,0,,88.10402684563758,54.53512676312381,240.28859060402684,219.54141967647573,152.18456375838926,230.3637648112753,1 hand,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,4.161662430522582
16449,FR,N,6,0,,80.17631049607498,25.9813473397442,281.9899473315215,317.6023464017471,189.84747216456708,306.75330806462784,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.546225705785001
17076,FI,C,1,0,59067.404280492134,124.3197900049544,28.623396030953074,366.1746026832452,243.70207844227798,280.76974603843945,244.93353927955624,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.730937625581416
94,FR,C,7,0,,106.31111111111112,82.11461563576917,247.35555555555555,196.3332227195243,141.04444444444445,213.7871664185026,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Student,College/University,Barbade,4.042763453418381
19065,FR,C,1,5,,105.52206392624551,43.32529279144249,371.1487318626109,341.69843350529425,274.8527096607631,403.13789559439175,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.6943376445919602
93,FR,C,4,3,,122.19555555555556,69.52400008127834,344.88444444444445,308.7920083882425,222.6888888888889,315.9091770349837,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.899521901055426
13210,FR,S,0,0,,,,,,,,2 hands,Touch Typist,More than 3 hours per day,>=50,Female,Professional,College/University,Belize,
11494,FI,C,1,0,56284.67081603517,119.54328011125733,32.63622097049717,379.81338289351777,252.57306823599365,259.01198754989593,243.3826230800738,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.6328719445895725
12240,FI,H,9,0,20201.08030515616,119.70650951240025,55.47426541082874,162.52962067061998,83.4266187253256,37.50490940052475,83.6193067382846,2 hands,Touch Typist,More than 3 hours per day,20-29,Male,Professional,College/University,Canada,6.152724628740656
10362,FR,N,60,0,,93.97223356530344,34.24910760749238,394.83187744923805,420.81760645945536,290.7889819337785,399.9950482483926,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.532723564420317
17199,FR,S,71,0,,100.53211877453727,34.74122478993939,362.28400369012235,314.33089867570817,259.7762119344617,303.33370855770477,2 hands,Two Finger Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,2.7602653990081896
142,FI,N,7,0,42703.0,148.3177570093458,40.99435392953893,198.77570093457945,194.41883100177805,50.45794392523364,199.27206873496436,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,5.030795994169918
18623,FR,A,5,0,,73.59321937089537,35.15265797704736,255.1989453544959,213.058121198641,170.24904930283824,225.48978474230003,2 hands,Touch Typist,between 1 hour and 3 hours per day,20-29,Female,Student,College/University,France,3.9185114915381165
15827,FR,A,2,0,,84.76553449986834,32.820139427639155,199.77267257637013,138.97431713830778,106.47251184925982,160.6842589266169,1 hand,Touch Typist,More than 3 hours per day,20-29,Female,Student,College/University,France,5.005689652661151
13986,FI,H,1,1,56788.944100685985,72.61812310726967,53.0460260277278,492.83214707699267,486.70459463667925,373.8524926366989,522.1241876249469,2 hands,Two Finger Typist,More than 3 hours per day,20-29,Female,Student,College/University,Tunisia,2.029088414647949
76,FR,S,6,0,,110.34684684684684,42.12362181602522,367.3828828828829,451.4223797670506,257.036036036036,453.9834335871148,2 hands,Touch Typist,More than 3 hours per day,20-29,Female,Professional,College/University,United Arab Emirates,2.721955884696968
17818,FI,N,2,0,64887.449019427055,83.51627953664678,39.32851828128784,275.6807031339041,302.1650763923909,175.01497835906918,280.37505545210064,2 hands,Touch Typist,less than an hour per day,20-29,Female,Student,College/University,Tunisia,3.627384828289118
18605,FI,H,1,0,115040.81783290295,99.72050374556697,71.8881511175059,692.8130301784792,487.39674845137876,563.2066816116832,480.66489523154826,1 hand,Touch Typist,between 1 hour and 3 hours per day,30-39,Female,Student,College/University,Tunisia,1.4433908665695632
